ts_ms,phase,val,pos_steps,spd_sps,sg_result,cs_actual,cur_a,cur_b,stall,otpw,ot,ola,olb
10418,DRIFT,300,14743,200,2,20,232,-84,0,0,0,0,0
10618,DRIFT,300,14771,200,0,20,-183,166,1,0,0,0,0
10818,DRIFT,300,14795,200,2,20,10,-248,0,0,0,0,0
11018,DRIFT,300,14823,200,2,20,83,232,0,0,0,0,0
11218,DRIFT,300,14851,200,0,20,-167,-183,1,0,0,0,0
11418,DRIFT,300,14877,200,2,20,240,59,0,0,0,0,0
11618,DRIFT,300,14904,200,0,20,-240,60,1,0,0,0,0
11818,DRIFT,300,14932,200,2,20,198,-148,0,0,0,0,0
12018,DRIFT,300,14960,200,0,20,-127,212,1,0,0,0,0
12218,DRIFT,300,14988,200,2,20,35,-245,0,0,0,0,0
12418,DRIFT,300,15017,200,2,20,36,244,0,0,0,0,0
12618,DRIFT,300,15045,200,0,20,-128,-212,1,0,0,0,0
12818,DRIFT,300,15073,200,2,20,199,146,0,0,0,0,0
13018,DRIFT,300,15101,200,0,20,-241,-60,1,0,0,0,0
13218,SPEED,300,15165,2465,0,23,-241,-60,1,0,0,0,0
13418,SPEED,300,15320,5091,2,23,239,-61,0,0,0,0,0
13618,SPEED,300,15478,6792,0,23,-224,106,1,0,0,0,0
13818,SPEED,300,15639,8169,2,23,232,-84,0,0,0,0,0
14018,SPEED,300,15796,9318,0,23,-199,147,1,0,0,0,0
14218,SPEED,300,15957,10365,2,23,211,-128,0,0,0,0,0
14418,SPEED,300,16114,11293,0,23,-166,183,1,0,0,0,0
14618,SPEED,300,16274,12166,2,23,165,-184,0,0,0,0,0
14818,SPEED,300,16442,13020,0,23,-248,12,1,0,0,0,0
15018,SPEED,300,16601,13779,2,23,244,-37,0,0,0,0,0
15218,SPEED,300,16760,14499,0,23,-240,60,1,0,0,0,0
15418,SPEED,300,16929,15226,2,23,199,146,0,0,0,0,0
15618,SPEED,300,17089,15885,0,23,-200,-147,1,0,0,0,0
15818,SPEED,300,17251,16000,2,23,166,182,0,0,0,0,0
16018,SPEED,300,17409,16000,0,23,-200,-147,1,0,0,0,0
16218,SPEED,300,17590,16000,0,23,-224,106,1,0,0,0,0
16418,SPEED,300,17749,16000,2,23,211,-128,0,0,0,0,0
16618,SPEED,300,17909,16000,0,23,-212,127,1,0,0,0,0
16818,SPEED,300,18074,16000,2,23,247,-13,0,0,0,0,0
17018,SPEED,300,18231,16000,0,23,-233,83,1,0,0,0,0
17218,SPEED,300,18390,16000,2,23,223,-107,0,0,0,0,0
17418,SPEED,300,18549,16000,0,23,-212,127,1,0,0,0,0
17618,SPEED,300,18708,16000,16,23,198,-148,0,0,0,0,0
17818,SPEED,300,18866,16000,0,23,-166,183,1,0,0,0,0
18018,SPEED,300,19011,16000,0,23,-167,-183,1,0,0,0,0
18218,SPEED,300,19168,16000,2,23,212,126,0,0,0,0,0
18418,SPEED,300,19314,16000,0,23,-166,183,1,0,0,0,0
18618,SPEED,300,19471,16000,2,23,104,-225,0,0,0,0,0
18818,SPEED,300,19615,15603,2,23,224,104,0,0,0,0,0
19018,SPEED,300,19773,14941,0,23,-241,-60,1,0,0,0,0
19218,SPEED,300,19919,14302,2,23,104,-225,0,0,0,0,0
19418,SPEED,300,20064,13638,2,23,212,126,0,0,0,0,0
19618,SPEED,300,20221,12880,0,23,-241,-60,1,0,0,0,0
19818,SPEED,300,20374,12096,2,23,223,-107,0,0,0,0,0
20018,SPEED,300,20531,11235,0,23,-183,166,1,0,0,0,0
20218,SPEED,300,20693,10271,2,23,211,-128,0,0,0,0,0
20418,SPEED,300,20862,9158,0,23,-234,-83,1,0,0,0,0
20618,SPEED,300,21020,7978,2,23,244,35,0,0,0,0,0
20818,SPEED,300,21189,6483,0,23,-128,-212,1,0,0,0,0
21018,SPEED,300,21346,4684,2,23,183,165,0,0,0,0,0
21218,SPEED,300,21502,1408,0,23,-234,-83,1,0,0,0,0
21418,DRIFT,300,21541,200,2,23,127,211,0,0,0,0,1
21618,DRIFT,300,21570,200,0,23,-184,-166,1,0,0,0,0
21818,DRIFT,300,21599,200,2,23,224,104,0,0,0,0,0
22018,DRIFT,300,21627,200,0,23,-248,-11,1,0,0,0,0
22218,DRIFT,300,21655,200,2,23,232,-84,0,0,0,0,0
22418,DRIFT,300,21683,200,0,23,-183,166,1,0,0,0,0
22618,DRIFT,300,21712,200,2,23,126,-213,0,0,0,0,0
22818,DRIFT,300,21741,200,0,23,-60,240,1,0,0,0,0
23018,DRIFT,300,21769,200,0,23,-37,-245,1,0,0,0,0
23218,DRIFT,300,21798,200,2,23,106,223,0,0,0,0,0
23418,DRIFT,300,21826,200,0,23,-184,-166,1,0,0,0,0
23618,DRIFT,300,21855,200,2,23,224,104,0,0,0,0,0
23818,DRIFT,300,21884,200,0,23,-245,-36,1,0,0,0,0
24018,DRIFT,300,21912,200,2,23,239,-61,0,0,0,0,0
24218,DRIFT,300,21940,200,0,23,-199,147,1,0,0,0,0
24418,DRIFT,300,21969,200,2,23,146,-200,0,0,0,0,0
24618,DRIFT,300,21997,200,0,23,-60,240,1,0,0,0,0
24818,DRIFT,300,22024,200,0,23,-61,-240,1,0,0,0,0
25018,DRIFT,300,22053,200,2,23,127,211,0,0,0,0,0
25218,DRIFT,300,22079,200,0,23,-225,-105,1,0,0,0,0
25418,DRIFT,300,22107,200,2,23,247,10,0,0,0,0,0
25618,DRIFT,300,22135,200,0,23,-233,83,1,0,0,0,0
25818,DRIFT,300,22163,200,2,23,182,-167,0,0,0,0,0
26018,DRIFT,300,22191,200,0,23,-105,224,1,0,0,0,0
26218,DRIFT,300,22219,200,2,23,10,-248,0,0,0,0,0
26418,SPEED,300,22332,3726,0,26,-245,-36,1,0,0,0,0
26618,SPEED,300,22488,5818,2,26,239,-61,0,0,0,0,0
26818,SPEED,300,22634,7248,2,26,12,247,0,0,0,0,0
27018,SPEED,300,22791,8522,0,26,-84,-233,1,0,0,0,0
27218,SPEED,300,22946,9616,2,26,183,165,0,0,0,0,0
27418,SPEED,300,23103,10609,0,26,-225,-105,1,0,0,0,0
27618,SPEED,300,23252,11473,2,26,198,-148,0,0,0,0,0
27818,SPEED,300,23379,12161,2,26,182,-167,0,0,0,0,0
28018,SPEED,300,23536,12961,0,26,-127,212,1,0,0,0,0
28219,SPEED,300,23696,13728,2,26,126,-213,0,0,0,0,0
28419,SPEED,300,23865,14494,0,26,-245,36,1,0,0,0,0
28619,SPEED,300,24023,15176,2,26,232,-84,0,0,0,0,0
28819,SPEED,300,24186,15848,0,26,-248,12,1,0,0,0,0
29019,SPEED,300,24343,16000,2,26,232,-84,0,0,0,0,0
29219,SPEED,300,24499,16000,0,26,-183,166,1,0,0,0,0
29419,SPEED,300,24657,16000,2,26,146,-200,0,0,0,0,0
29619,SPEED,300,24821,16000,0,26,-212,127,1,0,0,0,0
29819,SPEED,300,24979,16000,2,26,182,-167,0,0,0,0,0
30019,SPEED,300,25141,16000,0,26,-212,127,1,0,0,0,0
30219,SPEED,300,25312,16000,2,26,212,126,0,0,0,0,0
30419,SPEED,300,25475,16000,0,26,-167,-183,1,0,0,0,0
30619,SPEED,300,25637,16000,2,26,127,211,0,0,0,0,0
30819,SPEED,300,25796,16000,0,26,-148,-199,1,0,0,0,0
31019,SPEED,300,25956,16000,2,26,147,198,0,0,0,0,0
31219,SPEED,300,26121,16000,0,26,-37,-245,1,0,0,0,0
31419,SPEED,300,26279,16000,2,26,83,232,0,0,0,0,0
31619,SPEED,300,26449,16000,2,26,146,-200,0,0,0,0,0
31819,SPEED,300,26610,16000,0,26,-166,183,1,0,0,0,0
32019,SPEED,300,26774,15384,2,26,223,-107,0,0,0,0,0
32219,SPEED,300,26932,14712,0,26,-199,147,1,0,0,0,0
32419,SPEED,300,27090,14008,2,26,165,-184,0,0,0,0,0
32619,SPEED,300,27252,13247,0,26,-199,147,1,0,0,0,0
32819,SPEED,300,27409,12466,2,26,146,-200,0,0,0,0,0
33019,SPEED,300,27574,11588,0,26,-224,106,1,0,0,0,0
33219,SPEED,300,27734,10669,2,26,223,-107,0,0,0,0,0
33419,SPEED,300,27896,9648,0,26,-240,60,1,0,0,0,0
33619,SPEED,300,28048,8581,2,26,126,-213,0,0,0,0,0
33819,SPEED,300,28206,7309,0,26,-83,233,1,0,0,0,0
34019,SPEED,300,28366,5740,2,26,82,-234,0,0,0,0,0
34219,SPEED,300,28524,3568,0,26,-36,244,1,0,0,0,0
34419,DRIFT,300,28632,200,16,26,239,-61,0,0,0,0,1
34619,DRIFT,300,28660,200,0,26,-199,147,1,0,0,0,0
34819,DRIFT,300,28688,200,2,26,126,-213,0,0,0,0,0
35020,DRIFT,300,28716,200,0,26,-36,244,1,0,0,0,0
35220,DRIFT,300,28744,200,0,26,-61,-240,1,0,0,0,0
35420,DRIFT,300,28772,200,2,26,147,198,0,0,0,0,0
35620,DRIFT,300,28798,200,0,26,-234,-83,1,0,0,0,0
35820,FINE,310,28944,4330,2,26,126,-213,0,0,0,0,0
36020,FINE,310,29098,6201,2,26,12,247,0,0,0,0,0
36220,FINE,310,29250,7610,0,26,-184,-166,1,0,0,0,0
36420,FINE,310,29408,8839,2,26,212,126,0,0,0,0,0
36620,FINE,310,29563,9898,0,26,-248,-11,1,0,0,0,0
36820,FINE,310,29720,10866,2,26,239,-61,0,0,0,0,0
37020,FINE,310,29882,11781,0,26,-248,12,1,0,0,0,0
37220,FINE,310,30040,12610,2,26,239,-61,0,0,0,0,0
37420,FINE,310,30197,13383,0,26,-212,127,1,0,0,0,0
37620,FINE,310,30358,14132,2,26,223,-107,0,0,0,0,0
37820,FINE,310,30516,13774,0,26,-199,147,1,0,0,0,0
38020,FINE,310,30675,13015,2,26,182,-167,0,0,0,0,0
38220,FINE,310,30832,12218,0,26,-127,212,1,0,0,0,0
38420,FINE,310,30995,11333,2,26,182,-167,0,0,0,0,0
38620,FINE,310,31156,10384,0,26,-199,147,1,0,0,0,0
38820,FINE,310,31313,9366,2,26,146,-200,0,0,0,0,0
39020,FINE,310,31484,8114,0,26,-245,-36,1,0,0,0,0
39220,FINE,310,31642,6754,2,26,247,-13,0,0,0,0,0
39420,FINE,310,31802,5015,0,26,-248,12,1,0,0,0,0
39620,FINE,310,31958,2276,2,26,223,-107,0,0,0,0,0
39820,ACCEL,1000,32005,114,20,26,-128,-212,0,0,0,0,0
40020,ACCEL,1000,32032,258,2,26,212,126,0,0,0,0,0
40220,ACCEL,1000,32078,398,10,26,82,-234,0,0,0,0,0
40420,ACCEL,1000,32134,520,14,26,-107,-224,0,0,0,0,0
40620,ACCEL,1000,32213,654,20,26,211,-128,0,0,0,0,0
40820,ACCEL,1000,32292,766,14,26,147,198,0,0,0,0,0
41020,ACCEL,1000,32372,864,18,26,-199,147,0,0,0,0,0
41220,ACCEL,1000,32451,951,20,26,-167,-183,0,0,0,0,0
41420,ACCEL,1000,32557,1056,0,26,-60,240,1,0,0,0,0
41620,ACCEL,1000,32715,1197,0,26,10,-248,1,0,0,0,0
41820,ACCEL,1000,32869,1319,2,26,127,211,0,0,0,0,0
42020,ACCEL,1000,33012,1423,0,26,-199,147,1,0,0,0,0
42220,ACCEL,1000,33169,1529,2,26,146,-200,0,0,0,0,0
42420,ACCEL,1000,33324,1628,0,26,-36,244,1,0,0,0,0
42620,ACCEL,1000,33482,1722,0,26,-13,-248,1,0,0,0,0
42820,ACCEL,1000,33638,1767,2,26,106,223,0,0,0,0,0
43020,ACCEL,1000,33795,1675,0,26,-167,-183,1,0,0,0,0
43220,ACCEL,1000,33950,1580,2,26,233,82,0,0,0,0,0
43420,ACCEL,1000,34103,1480,0,26,-233,83,1,0,0,0,0
43620,ACCEL,1000,34259,1371,2,26,182,-167,0,0,0,0,0
43822,ACCEL,1000,34415,1252,0,26,-105,224,1,0,0,0,0
44022,ACCEL,1000,34563,1128,0,26,-167,-183,1,0,0,0,0
44222,ACCEL,1000,34710,989,2,26,223,-107,0,0,0,0,0
44422,ACCEL,1000,34782,913,16,26,233,82,0,0,0,0,0
44622,ACCEL,1000,34859,825,16,26,-11,247,0,0,0,0,0
44822,ACCEL,1000,34938,723,18,26,-248,12,0,0,0,0,0
45022,ACCEL,1000,35016,605,20,26,-61,-240,0,0,0,0,0
45222,ACCEL,1000,35088,472,10,26,126,-213,0,0,0,0,0
45422,ACCEL,1000,35136,356,14,26,-213,-127,0,0,0,0,0
45622,ACCEL,1000,35175,221,6,26,83,232,0,0,0,0,0
45822,ACCEL,1000,35197,70,6,26,-241,-60,0,0,0,0,0
46022,ACCEL,1000,35189,-144,2,26,-212,127,0,0,0,0,0
46222,ACCEL,1000,35158,-288,2,26,223,-107,0,0,0,0,0
46422,ACCEL,1000,35110,-423,14,26,106,223,0,0,0,0,0
46622,ACCEL,1000,35049,-548,20,26,36,244,0,0,0,0,0
46822,ACCEL,1000,34972,-674,20,26,244,35,0,0,0,0,0
47022,ACCEL,1000,34894,-781,20,26,82,-234,0,0,0,0,0
47222,ACCEL,1000,34815,-876,18,26,-225,-105,0,0,0,0,0
47422,ACCEL,1000,34736,-962,16,26,-127,212,0,0,0,0,0
47622,ACCEL,1000,34613,-1083,2,26,-212,127,0,0,0,0,0
47822,ACCEL,1000,34460,-1216,2,26,244,35,0,0,0,0,0
48022,ACCEL,1000,34306,-1336,0,26,-184,-166,1,0,0,0,0
48222,ACCEL,1000,34149,-1449,2,26,127,211,0,0,0,0,0
48422,ACCEL,1000,33994,-1552,0,26,-13,-248,1,0,0,0,0
48622,ACCEL,1000,33837,-1650,2,26,-60,240,0,0,0,0,0
48822,ACCEL,1000,33682,-1742,0,26,165,-184,1,0,0,0,0
49022,ACCEL,1000,33525,-1829,2,26,-212,127,0,0,0,0,0
49222,ACCEL,1000,33369,-1913,0,26,244,-37,1,0,0,0,0
49422,ACCEL,1000,33214,-1992,0,26,-234,-83,1,0,0,0,0
49622,ACCEL,1000,33057,-2069,2,26,199,146,0,0,0,0,0
49822,ACCEL,1000,32902,-2143,0,26,-107,-224,1,0,0,0,0
50022,ACCEL,1000,32745,-2215,2,26,36,244,0,0,0,0,0
50222,ACCEL,1000,32589,-2284,0,26,59,-241,1,0,0,0,0
50422,ACCEL,1000,32433,-2352,2,26,-147,199,0,0,0,0,0
50622,ACCEL,1000,32276,-2417,0,26,198,-148,1,0,0,0,0
50822,ACCEL,1000,32119,-2482,2,26,-233,83,0,0,0,0,0
51022,ACCEL,1000,31962,-2515,2,26,247,-13,0,0,0,0,0
51222,ACCEL,1000,31807,-2452,0,26,-225,-105,1,0,0,0,0
51422,ACCEL,1000,31650,-2388,2,26,183,165,0,0,0,0,0
51622,ACCEL,1000,31493,-2321,0,26,-128,-212,1,0,0,0,0
51822,ACCEL,1000,31340,-2254,2,26,-36,244,0,0,0,0,0
52022,ACCEL,1000,31184,-2184,0,26,126,-213,1,0,0,0,0
52224,ACCEL,1000,31029,-2112,2,26,-212,127,0,0,0,0,0
52424,ACCEL,1000,30880,-2040,2,26,212,126,0,0,0,0,0
52624,ACCEL,1000,30723,-1961,0,26,-167,-183,1,0,0,0,0
52824,ACCEL,1000,30577,-1885,2,26,-147,199,0,0,0,0,0
53024,ACCEL,1000,30433,-1807,2,26,199,146,0,0,0,0,0
53224,ACCEL,1000,30276,-1718,0,26,-148,-199,1,0,0,0,0
53424,ACCEL,1000,30120,-1625,2,26,60,239,0,0,0,0,0
53624,ACCEL,1000,29962,-1525,0,26,-13,-248,1,0,0,0,0
53824,ACCEL,1000,29828,-1434,0,26,-148,-199,1,0,0,0,0
54024,ACCEL,1000,29682,-1329,2,26,-166,183,0,0,0,0,0
54224,ACCEL,1000,29524,-1204,0,26,198,-148,1,0,0,0,0
54424,ACCEL,1000,29372,-1070,0,26,-245,-36,1,0,0,0,0
54624,ACCEL,1000,29257,-957,18,26,-37,-245,0,0,0,0,0
54824,ACCEL,1000,29177,-870,16,26,-245,36,0,0,0,0,0
55024,ACCEL,1000,29099,-775,14,26,-11,247,0,0,0,0,0
55224,ACCEL,1000,29020,-665,20,26,244,35,0,0,0,0,0
55424,ACCEL,1000,28942,-535,22,26,82,-234,0,0,0,0,0
55624,ACCEL,1000,28883,-411,16,26,182,-167,0,0,0,0,0
55824,ACCEL,1000,28836,-273,6,26,147,198,0,0,0,0,0
56024,ACCEL,1000,28807,-130,4,26,-84,-233,0,0,0,0,0
56224,ACCEL,1000,28802,83,4,26,-184,-166,0,0,0,0,0
56424,ACCEL,1000,28826,234,2,26,247,-13,0,0,0,0,0
56624,ACCEL,1000,28869,375,16,26,-128,-212,0,0,0,0,0
56824,ACCEL,1000,28921,494,12,26,-245,36,0,0,0,0,0
57024,ACCEL,1000,28999,633,20,26,-84,-233,0,0,0,0,0
57224,ACCEL,1000,29077,746,18,26,211,-128,0,0,0,0,0
57424,ACCEL,1000,29156,845,16,26,147,198,0,0,0,0,0
57624,ACCEL,1000,29229,927,12,26,-60,240,0,0,0,0,0
57824,ACCEL,1000,29319,1020,0,26,-84,-233,1,0,0,0,0
58024,ACCEL,1000,29476,1164,2,26,147,198,0,0,0,0,0
58224,ACCEL,1000,29630,1289,0,26,-234,-83,1,0,0,0,0
58424,ACCEL,1000,29787,1406,2,26,247,10,0,0,0,0,0
58624,ACCEL,1000,29939,1510,0,26,-183,166,1,0,0,0,0
58824,ACCEL,1000,30092,1608,2,26,35,-245,0,0,0,0,0
59024,ACCEL,1000,30250,1703,2,26,12,247,0,0,0,0,0
59224,ACCEL,1000,30404,1786,0,26,-148,-199,1,0,0,0,0
59424,ACCEL,1000,30550,1702,2,26,223,-107,0,0,0,0,0
59624,ACCEL,1000,30706,1608,0,26,-166,183,1,0,0,0,0
59824,ACCEL,1000,30864,1506,2,26,126,-213,0,0,0,0,0
60024,ACCEL,1000,31019,1400,4,26,-11,247,0,0,0,0,0
60224,ACCEL,1000,31173,1285,0,26,-128,-212,1,0,0,0,0
60424,ACCEL,1000,31330,1157,2,26,183,165,0,0,0,0,0
60624,ACCEL,1000,31482,1017,0,26,-248,12,1,0,0,0,0
60824,ACCEL,1000,31569,927,20,26,146,-200,0,0,0,0,0
61024,ACCEL,1000,31648,838,16,26,212,126,0,0,0,0,0
61224,ACCEL,1000,31725,740,18,26,-60,240,0,0,0,0,0
61424,ACCEL,1000,31797,636,18,26,-212,127,0,0,0,0,0
61624,ACCEL,1000,31875,498,20,26,-167,-183,0,0,0,0,0
61824,ACCEL,1000,31921,396,6,26,-147,199,0,0,0,0,0
62024,ACCEL,1000,31966,258,6,26,233,82,0,0,0,0,0
62224,ACCEL,1000,31993,114,0,26,-245,36,1,0,0,0,0
62424,ACCEL,3000,32011,225,6,26,10,-248,0,0,0,0,0
62624,ACCEL,3000,32058,577,12,26,-248,12,0,0,0,0,0
62824,ACCEL,3000,32135,891,20,26,-84,-233,0,0,0,0,0
63024,ACCEL,3000,32259,1240,0,26,-167,-183,1,0,0,0,0
63224,ACCEL,3000,32413,1569,2,26,240,59,0,0,0,0,0
63424,ACCEL,3000,32570,1845,0,26,-248,12,1,0,0,0,0
63624,ACCEL,3000,32725,2081,2,26,211,-128,0,0,0,0,0
63824,ACCEL,3000,32872,2284,2,26,60,239,0,0,0,0,0
64024,ACCEL,3000,33029,2481,0,26,-128,-212,1,0,0,0,0
64224,ACCEL,3000,33185,2663,2,26,199,146,0,0,0,0,0
64424,ACCEL,3000,33342,2834,0,26,-234,-83,1,0,0,0,0
64624,ACCEL,3000,33498,2995,2,26,247,-13,0,0,0,0,0
64824,ACCEL,3000,33641,3061,2,26,36,244,0,0,0,0,0
65024,ACCEL,3000,33798,2903,0,26,-107,-224,1,0,0,0,0
65224,ACCEL,3000,33953,2739,2,26,199,146,0,0,0,0,0
65424,ACCEL,3000,34110,2561,0,26,-234,-83,1,0,0,0,0
65624,ACCEL,3000,34269,2367,2,26,240,59,0,0,0,0,0
65824,ACCEL,3000,34416,2173,0,26,-127,212,1,0,0,0,0
66024,ACCEL,3000,34573,1944,2,26,59,-241,0,0,0,0,0
66224,ACCEL,3000,34732,1681,0,26,-36,244,1,0,0,0,0
66424,ACCEL,3000,34889,1373,0,26,-37,-245,1,0,0,0,0
66624,ACCEL,3000,35041,987,2,26,199,146,0,0,0,0,0
66824,ACCEL,3000,35105,768,16,26,199,146,0,0,0,0,0
67024,ACCEL,3000,35176,406,6,26,60,239,0,0,0,0,0
67224,ACCEL,3000,35200,-145,0,26,-213,-127,1,0,0,0,0
67424,ACCEL,3000,35152,-555,16,26,126,-213,0,0,0,0,0
67624,ACCEL,3000,35073,-884,18,26,-200,-147,0,0,0,0,0
67824,ACCEL,3000,34952,-1228,0,26,-61,-240,1,0,0,0,0
68024,ACCEL,3000,34799,-1557,2,26,-105,224,0,0,0,0,0
68224,ACCEL,3000,34642,-1835,0,26,165,-184,1,0,0,0,0
68424,ACCEL,3000,34487,-2073,2,26,-233,83,0,0,0,0,0
68624,ACCEL,3000,34331,-2287,2,26,247,10,0,0,0,0,0
68824,ACCEL,3000,34174,-2485,0,26,-234,-83,1,0,0,0,0
69024,ACCEL,3000,34018,-2666,2,26,183,165,0,0,0,0,0
69224,ACCEL,3000,33861,-2838,0,26,-128,-212,1,0,0,0,0
69424,ACCEL,3000,33704,-2999,2,26,60,239,0,0,0,0,0
69624,ACCEL,3000,33545,-3154,0,26,-37,-245,1,0,0,0,0
69824,ACCEL,3000,33386,-3302,2,26,12,247,0,0,0,0,0
70024,ACCEL,3000,33229,-3441,0,26,59,-241,1,0,0,0,0
70224,ACCEL,3000,33074,-3574,2,26,-166,183,0,0,0,0,0
70424,ACCEL,3000,32914,-3706,0,26,165,-184,1,0,0,0,0
70624,ACCEL,3000,32757,-3831,2,26,-212,127,0,0,0,0,0
70824,ACCEL,3000,32601,-3951,0,26,244,-37,1,0,0,0,0
71024,ACCEL,3000,32443,-4069,0,26,-248,-11,1,0,0,0,0
71224,ACCEL,3000,32284,-4185,2,26,244,35,0,0,0,0,0
71424,ACCEL,3000,32121,-4300,2,26,-245,36,0,0,0,0,0
71624,ACCEL,3000,31962,-4353,2,26,247,-13,0,0,0,0,0
71824,ACCEL,3000,31800,-4240,2,26,-240,60,0,0,0,0,0
72024,ACCEL,3000,31643,-4128,2,26,247,10,0,0,0,0,0
72224,ACCEL,3000,31485,-4011,0,26,-241,-60,1,0,0,0,0
72424,ACCEL,3000,31326,-3891,2,26,233,82,0,0,0,0,0
72624,ACCEL,3000,31166,-3765,0,26,-234,-83,1,0,0,0,0
72824,ACCEL,3000,31009,-3638,2,26,199,146,0,0,0,0,0
73024,ACCEL,3000,30851,-3505,0,26,-167,-183,1,0,0,0,0
73224,ACCEL,3000,30694,-3368,2,26,106,223,0,0,0,0,0
73424,ACCEL,3000,30537,-3225,0,26,-37,-245,1,0,0,0,0
73624,ACCEL,3000,30380,-3076,2,26,-36,244,0,0,0,0,0
73824,ACCEL,3000,30224,-2920,0,26,126,-213,1,0,0,0,0
74024,ACCEL,3000,30067,-2754,2,26,-183,166,0,0,0,0,0
74224,ACCEL,3000,29910,-2577,0,26,223,-107,1,0,0,0,0
74424,ACCEL,3000,29752,-2386,2,26,-240,60,0,0,0,0,0
74624,ACCEL,3000,29594,-2179,0,26,247,-13,1,0,0,0,0
74824,ACCEL,3000,29438,-1952,0,26,-234,-83,1,0,0,0,0
75024,ACCEL,3000,29280,-1692,2,26,212,126,0,0,0,0,0
75224,ACCEL,3000,29139,-1420,0,26,182,-167,1,0,0,0,0
75424,ACCEL,3000,28988,-1054,0,26,-245,-36,1,0,0,0,0
75624,ACCEL,3000,28900,-764,20,26,147,198,0,0,0,0,0
75824,ACCEL,3000,28829,-398,10,26,240,59,0,0,0,0,0
76024,ACCEL,3000,28806,145,0,26,-107,-224,1,0,0,0,0
76224,ACCEL,3000,28853,550,6,26,-212,127,0,0,0,0,0
76424,ACCEL,3000,28931,878,20,26,-167,-183,0,0,0,0,0
76624,ACCEL,3000,29051,1221,0,26,-248,-11,1,0,0,0,0
76824,ACCEL,3000,29204,1552,2,26,198,-148,0,0,0,0,0
