ts_ms,phase,val,pos_steps,spd_sps,sg_result,cs_actual,cur_a,cur_b,stall,otpw,ot,ola,olb
77024,ACCEL,3000,29361,1830,0,26,-147,199,1,0,0,0,0
77224,ACCEL,3000,29516,2068,2,26,35,-245,0,0,0,0,0
77424,ACCEL,3000,29671,2282,2,26,83,232,0,0,0,0,0
77624,ACCEL,3000,29828,2480,0,26,-148,-199,1,0,0,0,0
77824,ACCEL,3000,29982,2660,2,26,233,82,0,0,0,0,0
78024,ACCEL,3000,30139,2831,0,26,-248,-11,1,0,0,0,0
78224,ACCEL,3000,30297,2994,2,26,244,-37,0,0,0,0,0
78424,ACCEL,3000,30457,3046,0,26,-245,36,1,0,0,0,0
78624,ACCEL,3000,30613,2888,2,26,211,-128,0,0,0,0,0
78824,ACCEL,3000,30772,2718,0,26,-199,147,1,0,0,0,0
79024,ACCEL,3000,30930,2537,2,26,165,-184,0,0,0,0,0
79224,ACCEL,3000,31084,2348,0,26,-36,244,1,0,0,0,0
79424,ACCEL,3000,31241,2138,0,26,-37,-245,1,0,0,0,0
79624,ACCEL,3000,31396,1909,2,26,147,198,0,0,0,0,0
79824,ACCEL,3000,31553,1644,0,26,-200,-147,1,0,0,0,0
80024,ACCEL,3000,31710,1326,2,26,233,82,0,0,0,0,0
80224,ACCEL,3000,31850,959,2,26,12,247,0,0,0,0,0
80424,ACCEL,3000,31929,668,18,26,-245,36,0,0,0,0,0
80624,ACCEL,3000,31991,273,2,26,-233,83,0,0,0,0,0
80824,ACCEL,5000,32021,430,2,26,211,-128,0,0,0,0,0
81024,ACCEL,5000,32098,977,16,26,183,165,0,0,0,0,0
81224,ACCEL,5000,32248,1566,0,26,-240,60,1,0,0,0,0
81424,ACCEL,5000,32395,1981,0,26,10,-248,1,0,0,0,0
81624,ACCEL,5000,32550,2339,2,26,106,223,0,0,0,0,0
81824,ACCEL,5000,32708,2656,0,26,-148,-199,1,0,0,0,0
82024,ACCEL,5000,32866,2938,2,26,183,165,0,0,0,0,0
82224,ACCEL,5000,33011,3175,12,26,-183,166,0,0,0,0,0
82424,ACCEL,5000,33170,3416,2,26,165,-184,0,0,0,0,0
82624,ACCEL,5000,33328,3640,0,26,-127,212,1,0,0,0,0
82824,ACCEL,5000,33474,3835,0,26,-184,-166,1,0,0,0,0
83024,ACCEL,5000,33631,3965,2,26,224,104,0,0,0,0,0
83224,ACCEL,5000,33787,3763,0,26,-248,-11,1,0,0,0,0
83424,ACCEL,5000,33944,3548,2,26,239,-61,0,0,0,0,0
83624,ACCEL,5000,34078,3354,2,26,233,82,0,0,0,0,0
83824,ACCEL,5000,34235,3111,0,26,-248,-11,1,0,0,0,0
84024,ACCEL,5000,34392,2848,2,26,239,-61,0,0,0,0,0
84224,ACCEL,5000,34540,2575,0,26,-36,244,1,0,0,0,0
84424,ACCEL,5000,34697,2250,0,26,-37,-245,1,0,0,0,0
84624,ACCEL,5000,34853,1872,2,26,127,211,0,0,0,0,0
84824,ACCEL,5000,35007,1401,0,26,-225,-105,1,0,0,0,0
85024,ACCEL,5000,35134,833,20,26,-234,-83,0,0,0,0,0
85224,ACCEL,5000,35198,234,2,26,-234,-83,0,0,0,0,0
85424,ACCEL,5000,35168,-595,20,26,212,126,0,0,0,0,0
85624,ACCEL,5000,35076,-1129,0,26,-148,-199,1,0,0,0,0
85824,ACCEL,5000,34919,-1686,2,26,83,232,0,0,0,0,0
86024,ACCEL,5000,34764,-2096,0,26,35,-245,1,0,0,0,0
86224,ACCEL,5000,34609,-2438,2,26,-147,199,0,0,0,0,0
86424,ACCEL,5000,34452,-2741,0,26,198,-148,1,0,0,0,0
86624,ACCEL,5000,34294,-3015,2,26,-224,106,0,0,0,0,0
86824,ACCEL,5000,34137,-3265,0,26,244,-37,1,0,0,0,0
87024,ACCEL,5000,33977,-3502,2,26,-245,36,0,0,0,0,0
87224,ACCEL,5000,33817,-3723,0,26,244,-37,1,0,0,0,0
87424,ACCEL,5000,33660,-3928,0,26,-245,-36,1,0,0,0,0
87624,ACCEL,5000,33502,-4124,2,26,233,82,0,0,0,0,0
87824,ACCEL,5000,33344,-4312,0,26,-213,-127,1,0,0,0,0
88024,ACCEL,5000,33187,-4490,2,26,166,182,0,0,0,0,0
88224,ACCEL,5000,33031,-4660,0,26,-84,-233,1,0,0,0,0
88424,ACCEL,5000,32871,-4829,2,26,83,232,0,0,0,0,0
88624,ACCEL,5000,32713,-4990,0,26,-37,-245,1,0,0,0,0
88824,ACCEL,5000,32556,-5145,2,26,-36,244,0,0,0,0,0
89024,ACCEL,5000,32397,-5297,0,26,59,-241,1,0,0,0,0
89224,ACCEL,5000,32239,-5444,2,26,-105,224,0,0,0,0,0
89424,ACCEL,5000,32081,-5587,0,26,146,-200,1,0,0,0,0
89624,ACCEL,5000,31920,-5583,2,26,-127,212,0,0,0,0,0
89824,ACCEL,5000,31763,-5440,0,26,182,-167,1,0,0,0,0
90024,ACCEL,5000,31605,-5293,2,26,-212,127,0,0,0,0,0
90224,ACCEL,5000,31445,-5140,0,26,211,-128,1,0,0,0,0
90424,ACCEL,5000,31286,-4983,2,26,-224,106,0,0,0,0,0
90624,ACCEL,5000,31127,-4821,0,26,232,-84,1,0,0,0,0
90824,ACCEL,5000,30968,-4653,2,26,-240,60,0,0,0,0,0
91024,ACCEL,5000,30811,-4481,2,26,247,10,0,0,0,0,0
91224,ACCEL,5000,30654,-4302,0,26,-234,-83,1,0,0,0,0
91424,ACCEL,5000,30497,-4116,2,26,199,146,0,0,0,0,0
91624,ACCEL,5000,30352,-3936,0,26,126,-213,1,0,0,0,0
91824,ACCEL,5000,30194,-3730,2,26,-166,183,0,0,0,0,0
92024,ACCEL,5000,30035,-3510,0,26,182,-167,1,0,0,0,0
92224,ACCEL,5000,29878,-3279,2,26,-224,106,0,0,0,0,0
92424,ACCEL,5000,29719,-3027,0,26,232,-84,1,0,0,0,0
92624,ACCEL,5000,29561,-2753,2,26,-245,36,0,0,0,0,0
92824,ACCEL,5000,29404,-2452,2,26,244,35,0,0,0,0,0
93024,ACCEL,5000,29246,-2105,0,26,-234,-83,1,0,0,0,0
93224,ACCEL,5000,29088,-1689,2,26,212,126,0,0,0,0,0
93424,ACCEL,5000,28931,-1133,0,26,-167,-183,1,0,0,0,0
93624,ACCEL,5000,28842,-628,16,26,12,247,0,0,0,0,0
93824,ACCEL,5000,28806,187,2,26,-107,-224,0,0,0,0,0
94024,ACCEL,5000,28870,821,20,26,-107,-224,0,0,0,0,0
94224,ACCEL,5000,28995,1387,0,26,-167,-183,1,0,0,0,0
94424,ACCEL,5000,29150,1864,2,26,233,82,0,0,0,0,0
94624,ACCEL,5000,29307,2246,0,26,-248,-11,1,0,0,0,0
94824,ACCEL,5000,29464,2571,2,26,239,-61,0,0,0,0,0
95024,ACCEL,5000,29621,2860,0,26,-212,127,1,0,0,0,0
95224,ACCEL,5000,29778,3123,2,26,165,-184,0,0,0,0,0
95424,ACCEL,5000,29936,3366,0,26,-127,212,1,0,0,0,0
95624,ACCEL,5000,30094,3593,2,26,82,-234,0,0,0,0,0
95824,ACCEL,5000,30251,3805,2,26,-11,247,0,0,0,0,0
96024,ACCEL,5000,30409,3992,0,26,-37,-245,1,0,0,0,0
96224,ACCEL,5000,30566,3791,2,26,106,223,0,0,0,0,0
96424,ACCEL,5000,30722,3579,0,26,-184,-166,1,0,0,0,0
96624,ACCEL,5000,30879,3353,2,26,224,104,0,0,0,0,0
96824,ACCEL,5000,31038,3107,0,26,-234,-83,1,0,0,0,0
97024,ACCEL,5000,31194,2845,2,26,247,-13,0,0,0,0,0
97224,ACCEL,5000,31351,2554,0,26,-233,83,1,0,0,0,0
97424,ACCEL,5000,31509,2223,2,26,211,-128,0,0,0,0,0
97624,ACCEL,5000,31666,1837,0,26,-166,183,1,0,0,0,0
97824,ACCEL,5000,31823,1343,2,26,104,-225,0,0,0,0,0
98024,ACCEL,5000,31942,784,20,26,-107,-224,0,0,0,0,0
98224,ACCEL,5000,32001,158,2,26,-200,-147,0,0,0,0,0
98424,ACCEL,7000,32056,865,14,26,-240,60,0,0,0,0,0
