ts_ms,phase,val,pos_steps,spd_sps,real_rpm,pulse_cnt,sg_result,cs_actual,cur_a,cur_b,stall,otpw,ot,ola,olb
18171,SPEED,2100,7302001,108843,2500,59417,122,25,238,-65,0,0,0,0,0
18221,SPEED,2100,7307437,110344,2400,59438,122,25,238,-65,0,0,0,0,0
18271,SPEED,2100,7313079,111888,2500,59492,0,25,103,224,1,0,0,0,0
18321,SPEED,2100,7318673,111888,2500,59537,0,25,103,224,1,0,0,0,0
18371,SPEED,2100,7324268,111888,2500,59570,98,25,47,-243,1,0,0,0,0
18421,SPEED,2100,7329801,111888,2500,59623,98,25,47,-243,0,0,0,0,0
18471,SPEED,2100,7335458,111888,2500,59670,98,25,47,-243,0,0,0,0,0
18521,SPEED,2100,7341051,111888,2500,59724,104,25,-228,-97,0,0,0,0,0
18571,SPEED,2100,7346645,111888,2500,59757,104,25,-228,-97,0,0,0,0,0
18621,SPEED,2100,7352240,111888,2500,59801,104,25,162,-187,0,0,0,0,0
18671,SPEED,2100,7357834,111888,2500,59832,104,25,162,-187,0,0,0,0,0
18721,SPEED,2100,7363428,111888,2500,59863,104,25,162,-187,0,0,0,0,0
18771,SPEED,2100,7369023,111888,2400,59892,98,25,198,147,0,0,0,0,0
18821,SPEED,2100,7374617,111888,2500,59935,98,25,198,147,0,0,0,0,0
18871,SPEED,2100,7380212,111888,2500,59973,98,25,206,-137,0,0,0,0,0
18921,SPEED,2100,7385806,111888,2608,60004,98,25,206,-137,0,0,0,0,0
18971,SPEED,2100,7391400,111888,2500,60031,98,25,206,-137,0,0,0,0,0
19021,SPEED,2100,7396996,111888,2500,60074,102,25,-123,-215,0,0,0,0,0
19071,SPEED,2200,7402589,111888,2500,60108,102,25,-123,-215,0,0,0,0,0
19121,SPEED,2200,7408195,112676,2500,60142,92,25,-239,-67,0,0,0,0,0
19171,SPEED,2200,7413860,114285,2608,60169,92,25,-239,-67,0,0,0,0,0
19221,SPEED,2200,7419601,115942,2608,60207,92,25,-239,-67,0,0,0,0,0
19271,SPEED,2200,7425419,116788,2608,60252,82,25,-181,-169,0,0,0,0,0
19321,SPEED,2200,7431300,117647,2727,60278,82,25,-181,-169,0,0,0,0,0
19371,SPEED,2200,7437182,117647,2608,60312,76,25,75,235,0,0,0,0,0
19421,SPEED,2200,7443065,117647,2608,60376,76,25,75,235,0,0,0,0,0
19471,SPEED,2200,7448948,117647,2727,60417,76,25,75,235,0,0,0,0,0
19521,SPEED,2200,7454830,117647,2608,60461,84,25,89,-231,0,0,0,0,0
19571,SPEED,2200,7460712,117647,2608,60489,84,25,89,-231,0,0,0,0,0
19621,SPEED,2200,7466594,117647,2727,60536,82,25,-1,-248,0,0,0,0,0
19671,SPEED,2200,7472476,117647,2608,60580,82,25,-1,-248,0,0,0,0,0
19721,SPEED,2200,7478359,117647,2727,60605,82,25,-1,-248,0,0,0,0,0
19771,SPEED,2200,7484241,117647,2608,60627,76,25,-112,-221,0,0,0,0,0
19821,SPEED,2200,7490123,117647,2608,60664,76,25,-112,-221,0,0,0,0,0
19871,SPEED,2200,7496006,117647,2727,60699,78,25,-159,-190,0,0,0,0,0
19921,SPEED,2200,7501888,117647,2608,60726,78,25,-159,-190,0,0,0,0,0
19971,SPEED,2200,7507771,117647,2608,60748,78,25,-159,-190,0,0,0,0,0
20021,SPEED,2200,7513653,117647,2727,60799,74,25,-143,202,0,0,0,0,0
20071,SPEED,2300,7519535,117647,2608,60834,74,25,-143,202,0,0,0,0,0
20121,SPEED,2300,7525422,118518,2727,60861,78,25,-83,233,0,0,0,0,0
20171,SPEED,2300,7531376,120300,2608,60886,78,25,-83,233,0,0,0,0,0
20221,SPEED,2300,7537409,121212,2727,60941,78,25,-83,233,0,0,0,0,0
20271,SPEED,2300,7543513,123076,2727,60986,62,25,-176,175,0,0,0,0,0
20321,SPEED,2300,7549667,123076,2857,61013,62,25,-176,175,0,0,0,0,0
20371,SPEED,2300,7555820,123076,2857,61042,68,25,-172,178,0,0,0,0,0
20421,SPEED,2300,7561974,123076,2857,61099,68,25,-172,178,0,0,0,0,0
20471,SPEED,2300,7568128,123076,2857,61151,68,25,-172,178,0,0,0,0,0
20521,SPEED,2300,7574284,123076,2857,61200,60,25,-231,89,0,0,0,0,0
20571,SPEED,2300,7580436,123076,2857,61237,60,25,-231,89,0,0,0,0,0
20621,SPEED,2300,7586590,123076,2857,61289,62,25,-231,89,0,0,0,0,0
20671,SPEED,2300,7592744,123076,2857,61344,62,25,228,95,0,0,0,0,0
20721,SPEED,2300,7598897,123076,2857,61370,62,25,228,95,0,0,0,0,0
20771,SPEED,2300,7605051,123076,2857,61398,64,25,-244,-42,0,0,0,0,0
20821,SPEED,2300,7611205,123076,2857,61443,64,25,-244,-42,0,0,0,0,0
20871,SPEED,2300,7617359,123076,2857,61503,66,25,-244,-42,0,0,0,0,0
20921,SPEED,2300,7623513,123076,2857,61542,66,25,-31,-246,0,0,0,0,0
20971,SPEED,2300,7629667,123076,2857,61564,66,25,-31,-246,0,0,0,0,0
21021,SPEED,2300,7635821,123076,2857,61598,68,25,235,75,0,0,0,0,0
21071,SPEED,2400,7641975,123076,2857,61649,68,25,235,75,0,0,0,0,0
21121,SPEED,2400,7648133,124031,2857,61671,60,25,235,75,0,0,0,0,0
21171,SPEED,2400,7654357,125984,2727,61698,60,25,-243,-51,0,0,0,0,0
21221,SPEED,2400,7660671,126984,2727,61739,60,25,-243,-51,0,0,0,0,0
21271,SPEED,2400,7667051,128000,2857,61792,38,25,131,209,0,0,0,0,0
21321,SPEED,2400,7673451,128000,2857,61825,38,25,131,209,0,0,0,0,0
21371,SPEED,2400,7679852,128000,2857,61854,44,25,131,209,0,0,0,0,0
21421,SPEED,2400,7686252,128000,2857,61899,44,25,95,228,0,0,0,0,0
21471,SPEED,2400,7692651,128000,2857,61950,44,25,95,228,0,0,0,0,0
21521,SPEED,2400,7699051,128000,2857,62019,48,25,176,-174,0,0,0,0,0
21571,SPEED,2400,7705451,128000,2857,62069,48,25,176,-174,0,0,0,0,0
21621,SPEED,2400,7711854,128000,2857,62118,48,25,176,-174,0,0,0,0,0
21671,SPEED,2400,7718252,128000,2857,62180,46,25,93,228,0,0,0,0,0
21721,SPEED,2400,7724652,128000,2857,62214,46,25,93,228,0,0,0,0,0
21771,SPEED,2400,7731051,128000,2857,62244,52,25,99,226,0,0,0,0,0
21821,SPEED,2400,7737451,128000,2857,62277,52,25,99,226,0,0,0,0,0
21871,SPEED,2400,7743851,128000,2857,62329,52,25,99,226,0,0,0,0,0
21921,SPEED,2400,7750251,128000,2857,62369,48,25,132,208,0,0,0,0,0
21971,SPEED,2400,7756651,128000,2857,62403,48,25,132,208,0,0,0,0,0
22021,SPEED,2400,7763052,128000,2857,62432,50,25,100,225,0,0,0,0,0
22071,SPEED,2500,7769451,128000,2857,62483,50,25,100,225,0,0,0,0,0
22121,SPEED,2500,7775856,129032,2857,62519,50,25,100,225,0,0,0,0,0
22171,SPEED,2500,7782329,130081,3000,62547,40,25,-236,76,0,0,0,0,0
22221,SPEED,2500,7788872,132231,3000,62575,40,25,-236,76,0,0,0,0,0
22271,SPEED,2500,7795501,133333,3000,62631,38,25,222,107,0,0,0,0,0
22324,SPEED,2500,7802512,133333,3000,62688,38,25,222,107,0,0,0,0,0
22374,SPEED,2500,7809238,133333,3000,62748,38,25,222,107,0,0,0,0,0
22425,SPEED,2500,7816005,133333,3000,62801,28,25,222,107,0,0,0,0,0
22475,SPEED,2500,7822701,133333,3000,62853,28,25,188,159,0,0,0,0,0
22525,SPEED,2500,7829368,133333,3000,62901,28,25,188,159,0,0,0,0,0
22575,SPEED,2500,7836034,133333,3000,62962,28,25,188,159,0,0,0,0,0
22625,SPEED,2500,7842701,133333,3000,62990,40,25,-101,-226,0,0,0,0,0
22675,SPEED,2500,7849367,133333,3000,63044,40,25,-101,-226,0,0,0,0,0
22725,SPEED,2500,7856034,133333,3000,63086,44,25,-246,32,0,0,0,0,0
22775,SPEED,2500,7862701,133333,3000,63116,44,25,-246,32,0,0,0,0,0
22825,SPEED,2500,7869367,133333,3000,63145,44,25,-246,32,0,0,0,0,0
22875,SPEED,2500,7876034,133333,3000,63187,34,25,-140,-204,0,0,0,0,0
22925,SPEED,2500,7882701,133333,3000,63235,34,25,-140,-204,0,0,0,0,0
22975,SPEED,2500,7889367,133333,3000,63261,38,25,247,3,0,0,0,0,0
23025,SPEED,2500,7896034,133333,3000,63289,38,25,247,3,0,0,0,0,0
