ts_ms,phase,val,pos_steps,spd_sps,real_rpm,sg_result,cs_actual,cur_a,cur_b,stall,otpw,ot,ola,olb
69266,LAUNCH_CCW,2400,4775448,-128000,2727,58,20,126,-213,0,0,0,0,0
69316,LAUNCH_CCW,2400,4769048,-128000,2727,62,20,126,-213,0,0,0,0,0
69366,LAUNCH_CCW,2400,4762648,-128000,2857,62,20,126,-213,0,0,0,0,0
69416,LAUNCH_CCW,2400,4756248,-128000,2857,62,20,126,-213,0,0,0,0,0
69466,LAUNCH_CCW,2400,4749848,-128000,2727,62,20,126,-213,0,0,0,0,0
69516,LAUNCH_CCW,2400,4743447,-128000,2727,62,20,126,-213,0,0,0,0,0
71015,LAUNCH_CCW,2400,4653281,0,3750,2,20,-83,233,0,0,0,0,0
71065,LAUNCH_CCW,2400,4653148,-5284,3750,2,20,-83,233,0,0,0,0,0
71115,LAUNCH_CCW,2400,4652753,-10423,136,2,20,-83,233,0,0,0,0,0
71165,LAUNCH_CCW,2400,4652110,-15458,1395,2,20,-83,233,0,0,0,0,0
71215,LAUNCH_CCW,2400,4651216,-20330,1395,2,20,-83,233,0,0,0,0,0
71265,LAUNCH_CCW,2400,4650072,-25437,1395,36,20,95,228,0,0,0,0,0
71315,LAUNCH_CCW,2400,4648678,-30360,4615,36,20,95,228,0,0,0,0,0
71365,LAUNCH_CCW,2400,4647034,-35320,4615,36,20,95,228,0,0,0,0,0
71415,LAUNCH_CCW,2400,4645141,-40404,6000,36,20,95,228,0,0,0,0,0
71465,LAUNCH_CCW,2400,4642997,-45325,7500,36,20,95,228,0,0,0,0,0
71515,LAUNCH_CCW,2400,4640605,-50314,7500,36,20,95,228,0,0,0,0,0
71565,LAUNCH_CCW,2400,4637963,-55363,7500,36,20,95,228,0,0,0,0,0
71615,LAUNCH_CCW,2400,4635072,-60377,9999,470,20,238,66,0,0,0,0,0
71665,LAUNCH_CCW,2400,4631929,-65306,9999,470,20,238,66,0,0,0,0,0
71715,LAUNCH_CCW,2400,4628535,-70484,9999,470,20,238,66,0,0,0,0,0
71767,LAUNCH_CCW,2400,4624738,-75471,9999,470,20,238,66,0,0,0,0,0
71817,LAUNCH_CCW,2400,4620832,-80402,1666,470,20,238,66,0,0,0,0,0
71867,LAUNCH_CCW,2400,4616678,-85561,9999,470,20,238,66,0,0,0,0,0
71917,LAUNCH_CCW,2400,4612272,-90909,1875,470,20,238,66,0,0,0,0,0
71967,LAUNCH_CCW,2400,4607618,-95808,2000,222,20,219,114,0,0,0,0,0
72017,LAUNCH_CCW,2400,4602714,-100628,2068,222,20,219,114,0,0,0,0,0
72067,LAUNCH_CCW,2400,4597558,-105960,9999,222,20,219,114,0,0,0,0,0
72117,LAUNCH_CCW,2400,4592150,-110344,2400,222,20,219,114,0,0,0,0,0
72167,LAUNCH_CCW,2400,4586494,-115107,2400,222,20,219,114,0,0,0,0,0
72217,LAUNCH_CCW,2400,4580592,-120300,2608,222,20,219,114,0,0,0,0,0
72267,LAUNCH_CCW,2400,4574436,-125984,2727,90,20,234,78,0,0,0,0,0
72317,LAUNCH_CCW,2400,4568061,-128000,2727,90,20,234,78,0,0,0,0,0
72367,LAUNCH_CCW,2400,4561687,-128000,2857,90,20,234,78,0,0,0,0,0
72417,LAUNCH_CCW,2400,4555261,-128000,2727,90,20,234,78,0,0,0,0,0
72467,LAUNCH_CCW,2400,4548861,-128000,2727,90,20,234,78,0,0,0,0,0
72517,LAUNCH_CCW,2400,4542461,-128000,2727,90,20,234,78,0,0,0,0,0
72567,LAUNCH_CCW,2400,4536061,-128000,2727,90,20,234,78,0,0,0,0,0
72617,LAUNCH_CCW,2400,4529660,-128000,2727,62,20,155,193,0,0,0,0,0
72667,LAUNCH_CCW,2400,4523259,-128000,2727,62,20,155,193,0,0,0,0,0
72717,LAUNCH_CCW,2400,4516861,-128000,2727,62,20,155,193,0,0,0,0,0
72767,LAUNCH_CCW,2400,4510460,-128000,2727,62,20,155,193,0,0,0,0,0
72817,LAUNCH_CCW,2400,4504061,-128000,2727,62,20,155,193,0,0,0,0,0
72867,LAUNCH_CCW,2400,4497659,-128000,2727,62,20,155,193,0,0,0,0,0
72917,LAUNCH_CCW,2400,4491261,-128000,2727,62,20,155,193,0,0,0,0,0
72967,LAUNCH_CCW,2400,4484860,-128000,2857,60,20,-101,225,0,0,0,0,0
74463,LAUNCH_CCW,2400,4395095,0,3157,8,0,237,67,0,0,0,0,0
74513,LAUNCH_CCW,2400,4394958,-5284,3157,8,0,237,67,0,0,0,0,0
74563,LAUNCH_CCW,2400,4394567,-10423,3157,8,0,237,67,0,0,0,0,0
74613,LAUNCH_CCW,2400,4393923,-15458,3157,10,20,-39,-245,0,0,0,0,0
74663,LAUNCH_CCW,2400,4393029,-20330,2857,10,20,-39,-245,0,0,0,0,0
74713,LAUNCH_CCW,2400,4391885,-25437,2857,10,20,-39,-245,0,0,0,0,0
74763,LAUNCH_CCW,2400,4390491,-30360,500,10,20,-39,-245,0,0,0,0,0
74813,LAUNCH_CCW,2400,4388846,-35476,5000,10,20,-39,-245,0,0,0,0,0
74863,LAUNCH_CCW,2400,4386953,-40404,6000,10,20,-39,-245,0,0,0,0,0
74913,LAUNCH_CCW,2400,4384809,-45325,6000,198,20,-2,-248,0,0,0,0,0
74963,LAUNCH_CCW,2400,4382416,-50314,7500,198,20,-2,-248,0,0,0,0,0
75013,LAUNCH_CCW,2400,4379774,-55363,8571,198,20,-2,-248,0,0,0,0,0
75063,LAUNCH_CCW,2400,4376883,-60377,9999,198,20,-2,-248,0,0,0,0,0
75113,LAUNCH_CCW,2400,4373739,-65306,9999,198,20,-2,-248,0,0,0,0,0
75163,LAUNCH_CCW,2400,4370345,-70484,9999,198,20,-2,-248,0,0,0,0,0
75213,LAUNCH_CCW,2400,4366698,-75471,9999,198,20,-2,-248,0,0,0,0,0
75263,LAUNCH_CCW,2400,4362804,-80402,9999,320,20,70,-237,0,0,0,0,0
75313,LAUNCH_CCW,2400,4358658,-85106,9999,320,20,70,-237,0,0,0,0,0
75363,LAUNCH_CCW,2400,4354263,-90395,9999,320,20,70,-237,0,0,0,0,0
75413,LAUNCH_CCW,2400,4349617,-95238,1935,320,20,70,-237,0,0,0,0,0
75463,LAUNCH_CCW,2400,4344724,-100628,9999,320,20,70,-237,0,0,0,0,0
75513,LAUNCH_CCW,2400,4339577,-105263,2222,320,20,70,-237,0,0,0,0,0
75563,LAUNCH_CCW,2400,4334178,-110344,2307,130,20,-247,-22,0,0,0,0,0
75613,LAUNCH_CCW,2400,4328533,-115107,2500,130,20,-247,-22,0,0,0,0,0
75663,LAUNCH_CCW,2400,4322642,-120300,2608,130,20,-247,-22,0,0,0,0,0
75713,LAUNCH_CCW,2400,4316496,-125984,2727,130,20,-247,-22,0,0,0,0,0
75763,LAUNCH_CCW,2400,4310124,-128000,2727,130,20,-247,-22,0,0,0,0,0
75813,LAUNCH_CCW,2400,4303724,-128000,2727,130,20,-247,-22,0,0,0,0,0
75863,LAUNCH_CCW,2400,4297324,-128000,2727,130,20,-247,-22,0,0,0,0,0
75913,LAUNCH_CCW,2400,4290924,-128000,2727,62,20,168,180,0,0,0,0,0
75963,LAUNCH_CCW,2400,4284524,-128000,2727,62,20,168,180,0,0,0,0,0
76013,LAUNCH_CCW,2400,4278124,-128000,2727,62,20,168,180,0,0,0,0,0
76063,LAUNCH_CCW,2400,4271777,-128000,2727,62,20,168,180,0,0,0,0,0
76113,LAUNCH_CCW,2400,4265325,-128000,2727,62,20,168,180,0,0,0,0,0
76163,LAUNCH_CCW,2400,4258923,-128000,2727,62,20,168,180,0,0,0,0,0
76213,LAUNCH_CCW,2400,4252524,-128000,2727,68,20,169,179,0,0,0,0,0
76263,LAUNCH_CCW,2400,4246122,-128000,2727,68,20,169,179,0,0,0,0,0
76313,LAUNCH_CCW,2400,4239724,-128000,2727,68,20,169,179,0,0,0,0,0
76363,LAUNCH_CCW,2400,4233323,-128000,2727,68,20,169,179,0,0,0,0,0
76413,LAUNCH_CCW,2400,4226924,-128000,2727,68,20,169,179,0,0,0,0,0
80166,COAST,6960,4211932,53872,4285,486,20,18,-247,0,0,0,0,0
80419,COAST,0,4224595,46242,4285,486,20,18,-247,0,0,0,0,0
80671,COAST,0,4235309,38740,4285,486,20,-240,60,0,0,0,0,0
80923,COAST,0,4244121,31189,4285,486,20,-105,-224,0,0,0,0,0
81174,COAST,0,4251010,23738,4285,486,20,96,-228,0,0,0,0,0
81427,COAST,0,4256047,16129,4285,486,20,96,-228,0,0,0,0,0
81679,COAST,0,4259164,8611,4285,486,20,222,-109,0,0,0,0,0
81931,COAST,0,4260386,1067,4285,486,20,244,36,0,0,0,0,0
82182,COAST,0,4260407,0,0,486,20,-148,-199,0,0,0,0,1
82434,COAST,0,4260407,0,0,486,20,-148,-199,0,0,0,0,1
82686,COAST,0,4260407,0,0,486,20,-148,-199,0,0,0,0,1
82938,COAST,0,4260407,0,0,486,19,-148,-199,0,0,0,0,1
86016,GHOST,400,4272211,0,937,2,12,42,-244,0,0,0,1,0
89096,GHOST,350,4284015,0,722,48,10,-132,-210,0,0,0,1,0
92157,GHOST,300,4295759,0,431,78,8,-205,-140,0,0,0,1,0
95226,GHOST,250,4307563,0,952,6,7,-192,156,0,0,0,1,0
98288,GHOST,200,4319307,0,740,50,5,219,-114,0,0,0,1,0
101349,GHOST,150,4331051,0,468,72,3,172,177,0,0,0,1,0
104416,GHOST,100,4342855,0,967,18,2,54,-242,0,0,0,1,0
107476,GHOST,50,4354599,0,750,2,0,35,244,0,0,0,1,0
